"Id","Data da venda","Preço unitario","Quantidade vencida","Descrição Eletrodoméstico","Nome do Fornecedor","Nome do Vendedor","Cidade","Estado","Nome Gerente","Cargo Gerente","Total de vendas"
5923,"2022-04-11",450,7,"Aspirador de pó vertical","Philco","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3150
5924,"2023-01-28",300,10,"Cafeteira elétrica 30 xícs","Oster","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",3000
5925,"2023-01-08",150,17,"Liquidificador 800W","Mondial","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",2550
5926,"2024-04-29",200,11,"Ventilador de mesa","Mondial","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2200
5927,"2023-04-23",2200,2,"Máquina de Lavar 12kg","Samsung","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",4400
5928,"2023-05-26",3200,15,"Geladeira Frost Free 400L","Electrolux","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",48000
5929,"2023-04-21",150,15,"Sanduicheira elétrica","Mondial","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2250
5930,"2024-05-25",850,13,"Bebedouro elétrico","IBBL","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",11050
5931,"2025-07-27",180,18,"Liquidificador 1000W","Arno","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",3240
5932,"2022-06-24",1500,5,"Aspirador de pó robô","Xiaomi","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",7500
5933,"2025-09-14",3000,15,"Lava-louças 14 serviços","Electrolux","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",45000
5934,"2024-09-08",2500,11,"Lava-louças 10 serviços","Brastemp","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",27500
5935,"2022-12-05",2800,7,"Ar-condicionado Split 18k","Samsung","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",19600
5936,"2023-02-14",2000,20,"Ar-condicionado Split 12k","LG","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",40000
5937,"2022-04-22",180,3,"Liquidificador 1000W","Arno","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",540
5938,"2022-11-20",120,4,"Ferro de passar a vapor","Arno","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",480
5939,"2022-08-12",450,5,"Aspirador de pó vertical","Philco","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2250
5940,"2025-05-07",650,2,"Micro-ondas 30L","Panasonic","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1300
5941,"2025-02-06",300,6,"Cafeteira elétrica 30 xícs","Oster","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1800
5942,"2025-04-03",150,19,"Liquidificador 800W","Mondial","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2850
5943,"2022-01-29",900,14,"Forno elétrico 45L","Fischer","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",12600
5944,"2024-02-03",600,1,"Exaustor de cozinha","Tramontina","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",600
5945,"2023-07-22",4500,15,"Geladeira Duplex 500L","Brastemp","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",67500
5946,"2024-12-29",350,17,"Panela elétrica multifunc.","Britânia","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",5950
5947,"2024-05-27",1000,19,"Purificador de água","Consul","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",19000
5948,"2025-03-24",3000,19,"Lava-louças 14 serviços","Electrolux","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",57000
5949,"2023-12-28",2500,8,"Lava-louças 10 serviços","Brastemp","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",20000
5950,"2024-03-16",1500,13,"Coifa de parede inox","Electrolux","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",19500
5951,"2023-09-02",600,14,"Exaustor de cozinha","Tramontina","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",8400
5952,"2025-09-16",400,17,"Batedeira Planetária","Philco","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",6800
5953,"2025-03-31",450,17,"Aspirador de pó vertical","Philco","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",7650
5954,"2022-08-22",250,13,"Secador de cabelo 2000W","Taiff","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",3250
5955,"2024-08-17",180,12,"Torradeira elétrica","Cadence","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",2160
5956,"2023-02-21",180,3,"Secador de cabelo 1600W","Philco","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",540
5957,"2025-07-01",650,8,"Micro-ondas 30L","Panasonic","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",5200
5958,"2023-01-06",220,7,"Panela elétrica de arroz","Mondial","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",1540
5959,"2023-08-14",1500,1,"Coifa de parede inox","Electrolux","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",1500
5960,"2023-11-10",2500,3,"Lava-louças 10 serviços","Brastemp","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",7500
5961,"2024-05-11",300,18,"Cafeteira elétrica 30 xícs","Oster","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",5400
5962,"2022-06-17",1500,13,"Aspirador de pó robô","Xiaomi","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",19500
5963,"2024-10-14",1500,17,"Aspirador de pó robô","Xiaomi","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",25500
5964,"2024-10-30",350,17,"Panela elétrica multifunc.","Britânia","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",5950
5965,"2024-06-14",500,18,"Micro-ondas 25L","LG","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",9000
5966,"2025-07-22",4500,20,"Geladeira Duplex 500L","Brastemp","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",90000
5967,"2025-03-11",2000,11,"Ar-condicionado Split 12k","LG","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",22000
5968,"2025-04-01",2500,16,"Lava-louças 10 serviços","Brastemp","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",40000
5969,"2022-06-29",2200,14,"Freezer horizontal 300L","Consul","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",30800
5970,"2025-01-07",650,12,"Micro-ondas 30L","Panasonic","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",7800
5971,"2022-12-03",180,5,"Torradeira elétrica","Cadence","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",900
5972,"2023-08-21",1200,18,"Fogão 4 bocas","Consul","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",21600
5973,"2024-03-03",300,4,"Cafeteira elétrica 30 xícs","Oster","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1200
5974,"2022-11-17",2200,20,"Máquina de Lavar 12kg","Samsung","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",44000
5975,"2024-09-16",350,4,"Panela elétrica multifunc.","Britânia","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1400
5976,"2023-10-26",400,3,"Batedeira Planetária","Philco","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1200
5977,"2022-01-25",2800,9,"Ar-condicionado Split 18k","Samsung","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",25200
5978,"2022-02-19",600,1,"Exaustor de cozinha","Tramontina","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",600
5979,"2024-02-29",4500,7,"Geladeira Duplex 500L","Brastemp","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",31500
5980,"2025-01-11",4500,5,"Geladeira Duplex 500L","Brastemp","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",22500
5981,"2025-02-25",220,4,"Panela elétrica de arroz","Mondial","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",880
5982,"2023-08-01",180,8,"Torradeira elétrica","Cadence","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",1440
5983,"2022-06-13",2500,18,"Lava-louças 10 serviços","Brastemp","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",45000
5984,"2025-08-30",250,1,"Secador de cabelo 2000W","Taiff","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",250
5985,"2022-07-24",180,4,"Liquidificador 1000W","Arno","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",720
5986,"2023-10-02",200,8,"Chaleira elétrica inox","Oster","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",1600
5987,"2023-04-04",200,15,"Chaleira elétrica inox","Oster","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3000
5988,"2023-08-29",2000,4,"Ar-condicionado Split 12k","LG","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",8000
5989,"2025-05-18",1200,19,"Fogão 4 bocas","Consul","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",22800
5990,"2025-05-08",600,12,"Exaustor de cozinha","Tramontina","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",7200
5991,"2025-09-12",400,19,"Batedeira Planetária","Philco","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",7600
5992,"2023-12-23",250,8,"Secador de cabelo 2000W","Taiff","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2000
5993,"2022-03-27",350,6,"Panela elétrica multifunc.","Britânia","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2100
5994,"2022-12-06",250,5,"Secador de cabelo 2000W","Taiff","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1250
5995,"2025-10-28",280,8,"Grill elétrico","George Foreman","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",2240
5996,"2024-04-14",250,15,"Secador de cabelo 2000W","Taiff","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3750
5997,"2022-02-06",2200,8,"Freezer horizontal 300L","Consul","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",17600
5998,"2023-04-16",90,16,"Ferro de passar seco","Britânia","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",1440
5999,"2022-06-30",90,11,"Ferro de passar seco","Britânia","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",990
6000,"2025-03-28",350,19,"Ventilador de coluna","Arno","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",6650
6001,"2025-11-06",1500,7,"Aspirador de pó robô","Xiaomi","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",10500
6002,"2023-12-27",900,6,"Forno elétrico 45L","Fischer","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",5400
6003,"2024-04-07",500,19,"Micro-ondas 25L","LG","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",9500
6004,"2024-11-26",2200,20,"Freezer horizontal 300L","Consul","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",44000
6005,"2024-10-11",280,2,"Grill elétrico","George Foreman","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",560
6006,"2024-08-10",600,15,"Exaustor de cozinha","Tramontina","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",9000
6007,"2022-06-06",3000,4,"Lava-louças 14 serviços","Electrolux","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",12000
6008,"2022-04-02",1500,9,"Aspirador de pó robô","Xiaomi","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",13500
6009,"2022-11-29",180,6,"Liquidificador 1000W","Arno","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1080
6010,"2024-11-29",850,16,"Bebedouro elétrico","IBBL","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",13600
6011,"2023-09-23",120,6,"Ferro de passar a vapor","Arno","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",720
6012,"2022-10-17",2200,1,"Freezer horizontal 300L","Consul","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2200
6013,"2023-07-29",1500,3,"Coifa de parede inox","Electrolux","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",4500
6014,"2023-01-28",500,6,"Micro-ondas 25L","LG","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3000
6015,"2025-04-26",300,18,"Cafeteira elétrica 30 xícs","Oster","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",5400
6016,"2025-03-01",250,20,"Batedeira simples","Britânia","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",5000
6017,"2024-01-06",2500,11,"Lava-louças 10 serviços","Brastemp","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",27500
6018,"2025-08-11",200,19,"Ventilador de mesa","Mondial","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",3800
6019,"2024-06-29",500,15,"Micro-ondas 25L","LG","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",7500
6020,"2022-05-05",2500,18,"Freezer vertical 280L","Brastemp","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",45000
6021,"2022-06-19",90,15,"Ferro de passar seco","Britânia","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1350
6022,"2022-06-13",2200,20,"Máquina de Lavar 12kg","Samsung","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",44000
6023,"2024-07-04",220,2,"Panela elétrica de arroz","Mondial","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",440
6024,"2024-07-26",350,8,"Ventilador de coluna","Arno","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",2800
6025,"2022-07-25",4500,16,"Geladeira Duplex 500L","Brastemp","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",72000
6026,"2022-07-24",250,10,"Secador de cabelo 2000W","Taiff","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2500
6027,"2024-10-13",2000,16,"Ar-condicionado Split 12k","LG","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",32000
6028,"2022-06-09",1000,20,"Purificador de água","Consul","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",20000
6029,"2022-05-04",1000,17,"Purificador de água","Consul","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",17000
6030,"2024-02-21",600,4,"Exaustor de cozinha","Tramontina","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2400
6031,"2022-06-14",1000,3,"Purificador de água","Consul","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",3000
6032,"2023-04-04",3200,9,"Geladeira Frost Free 400L","Electrolux","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",28800
6033,"2024-03-01",220,6,"Panela elétrica de arroz","Mondial","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1320
6034,"2025-06-17",1500,1,"Aspirador de pó robô","Xiaomi","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",1500
6035,"2024-01-11",2000,14,"Ar-condicionado Split 12k","LG","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",28000
6036,"2024-04-14",400,17,"Batedeira Planetária","Philco","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",6800
6037,"2025-05-06",750,9,"Forno elétrico 35L","Philco","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",6750
6038,"2024-10-26",3000,9,"Lava-louças 14 serviços","Electrolux","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",27000
6039,"2023-07-21",4500,19,"Geladeira Duplex 500L","Brastemp","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",85500
6040,"2024-08-27",120,2,"Ferro de passar a vapor","Arno","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",240
6041,"2022-04-10",200,6,"Chaleira elétrica inox","Oster","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",1200
6042,"2022-02-13",2800,16,"Máquina de Lavar 15kg","Brastemp","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",44800
6043,"2022-01-27",180,19,"Secador de cabelo 1600W","Philco","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3420
6044,"2025-01-03",2000,20,"Ar-condicionado Split 12k","LG","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",40000
6045,"2024-08-20",180,12,"Secador de cabelo 1600W","Philco","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2160
6046,"2023-06-02",1000,6,"Purificador de água","Consul","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",6000
6047,"2022-05-23",850,8,"Bebedouro elétrico","IBBL","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",6800
6048,"2022-01-05",150,3,"Liquidificador 800W","Mondial","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",450
6049,"2022-06-14",2800,7,"Máquina de Lavar 15kg","Brastemp","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",19600
6050,"2022-03-26",4500,3,"Geladeira Duplex 500L","Brastemp","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",13500
6051,"2024-06-19",350,19,"Ventilador de coluna","Arno","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",6650
6052,"2023-01-22",850,15,"Bebedouro elétrico","IBBL","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",12750
6053,"2022-03-07",180,19,"Torradeira elétrica","Cadence","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3420
6054,"2023-09-24",3000,5,"Lava-louças 14 serviços","Electrolux","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",15000
6055,"2024-01-12",200,6,"Ventilador de mesa","Mondial","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",1200
6056,"2025-11-19",1500,7,"Aspirador de pó robô","Xiaomi","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",10500
6057,"2023-03-20",250,15,"Secador de cabelo 2000W","Taiff","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",3750
